0.319673,0.072613,0.083871,0.004817,0.013473,0.011426,0.215417,0.034932,1.486194
0.319673,0.072613,0.083871,0.004817,0.013473,0.011426,0.215417,0.034932,1.486194
0.319673,0.072613,0.083871,0.004817,0.013473,0.011426,0.215417,0.034932,1.486195
0.319674,0.072613,0.083871,0.004817,0.013473,0.011426,0.215417,0.034932,1.486199
0.319676,0.072613,0.083872,0.004817,0.013473,0.011426,0.215416,0.034932,1.486210
0.319680,0.072613,0.083874,0.004817,0.013473,0.011427,0.215416,0.034932,1.486236
0.319688,0.072613,0.083878,0.004817,0.013473,0.011428,0.215415,0.034932,1.486286
0.319702,0.072613,0.083886,0.004817,0.013473,0.011429,0.215414,0.034931,1.486369
0.319883,0.072599,0.083969,0.004817,0.013466,0.011413,0.215293,0.034956,1.489485
0.320224,0.072573,0.084126,0.004817,0.013453,0.011383,0.215069,0.035003,1.495244
0.320720,0.072537,0.084356,0.004817,0.013435,0.011344,0.214752,0.035068,1.503346
0.321364,0.072493,0.084656,0.004817,0.013413,0.011300,0.214351,0.035147,1.513462
0.322149,0.072443,0.085024,0.004817,0.013388,0.011256,0.213880,0.035236,1.525238
0.323069,0.072390,0.085457,0.004817,0.013362,0.011216,0.213351,0.035330,1.538297
0.324116,0.072337,0.085954,0.004817,0.013335,0.011188,0.212783,0.035423,1.552258
0.325281,0.072289,0.086513,0.004817,0.013311,0.011176,0.212193,0.035509,1.566737
0.326557,0.072249,0.087130,0.004817,0.013291,0.011188,0.211601,0.035579,1.581361
0.327934,0.072221,0.087805,0.004817,0.013277,0.011230,0.211028,0.035628,1.595777
0.329248,0.072227,0.088465,0.004817,0.013280,0.011329,0.210635,0.035618,1.606898
0.330512,0.072250,0.089109,0.004817,0.013292,0.011458,0.210342,0.035576,1.616107
0.331730,0.072286,0.089736,0.004817,0.013310,0.011606,0.210118,0.035513,1.623893
0.332903,0.072330,0.090345,0.004817,0.013332,0.011768,0.209950,0.035435,1.630501
0.334036,0.072381,0.090936,0.004817,0.013357,0.011940,0.209825,0.035346,1.636112
0.335132,0.072435,0.091512,0.004817,0.013384,0.012119,0.209734,0.035249,1.640895
0.336196,0.072492,0.092072,0.004817,0.013413,0.012302,0.209665,0.035148,1.645020
0.337236,0.072549,0.092620,0.004817,0.013441,0.012487,0.209608,0.035046,1.648683
0.338264,0.072606,0.093163,0.004817,0.013470,0.012672,0.209551,0.034945,1.652126
0.339304,0.072659,0.093710,0.004817,0.013496,0.012854,0.209476,0.034848,1.655706
0.340375,0.072710,0.094270,0.004817,0.013522,0.013034,0.209369,0.034757,1.659696
0.341481,0.072758,0.094847,0.004817,0.013546,0.013214,0.209233,0.034669,1.664066
0.342624,0.072805,0.095442,0.004817,0.013569,0.013394,0.209069,0.034585,1.668783
0.343806,0.072850,0.096056,0.004817,0.013592,0.013577,0.208879,0.034503,1.673823
0.345031,0.072894,0.096691,0.004817,0.013614,0.013762,0.208662,0.034422,1.679164
0.346300,0.072938,0.097347,0.004817,0.013636,0.013950,0.208419,0.034343,1.684792
0.347615,0.072980,0.098026,0.004817,0.013657,0.014143,0.208149,0.034264,1.690698
0.348977,0.073023,0.098728,0.004817,0.013678,0.014341,0.207851,0.034187,1.696873
0.350388,0.073065,0.099454,0.004817,0.013699,0.014543,0.207524,0.034109,1.703312
0.351848,0.073106,0.100205,0.004817,0.013720,0.014750,0.207167,0.034033,1.710012
0.353357,0.073147,0.100980,0.004817,0.013740,0.014963,0.206779,0.033957,1.716966
