1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.999998,1.000009,1.000011,0.999999,1.000005,0.999999
0.999992,1.000036,1.000044,0.999996,1.000017,0.999997
0.999978,1.000097,1.000119,0.999988,1.000046,0.999991
0.999954,1.000204,1.000252,0.999975,1.000097,0.999982
0.999915,1.000380,1.000469,0.999954,1.000181,0.999967
0.999856,1.000642,1.000793,0.999922,1.000304,0.999944
0.999773,1.001012,1.001252,0.999877,1.000477,0.999912
0.999661,1.001511,1.001872,0.999816,1.000709,0.999869
0.999515,1.002163,1.002682,0.999736,1.001011,0.999813
0.999330,1.002987,1.003707,0.999634,1.001391,0.999743
0.999100,1.004008,1.004977,0.999509,1.001860,0.999656
0.998821,1.005243,1.006516,0.999355,1.002425,0.999551
0.998488,1.006714,1.008350,0.999172,1.003097,0.999426
0.998097,1.008438,1.010498,0.998957,1.003882,0.999280
0.997642,1.010433,1.012984,0.998706,1.004789,0.999111
0.997120,1.012711,1.015823,0.998418,1.005825,0.998918
0.996527,1.015286,1.019030,0.998090,1.006996,0.998698
0.995860,1.018167,1.022615,0.997721,1.008307,0.998452
0.995115,1.021362,1.026587,0.997308,1.009764,0.998178
0.994291,1.024875,1.030948,0.996851,1.011372,0.997874
0.993384,1.028710,1.035699,0.996347,1.013135,0.997540
0.992393,1.032864,1.040836,0.995796,1.015055,0.997174
0.991317,1.037336,1.046353,0.995196,1.017135,0.996777
0.990154,1.042119,1.052239,0.994548,1.019378,0.996346
0.988904,1.047206,1.058480,0.993851,1.021783,0.995882
0.987567,1.052585,1.065060,0.993104,1.024352,0.995383
0.986143,1.058245,1.071959,0.992307,1.027085,0.994850
0.984633,1.064172,1.079156,0.991462,1.029981,0.994281
0.983038,1.070349,1.086627,0.990569,1.033038,0.993677
0.981360,1.076759,1.094348,0.989627,1.036255,0.993036
0.979600,1.083384,1.102292,0.988640,1.039628,0.992360
0.977761,1.090203,1.110432,0.987606,1.043155,0.991647
0.975844,1.097197,1.118741,0.986529,1.046831,0.990898
0.973854,1.104344,1.127190,0.985409,1.050653,0.990113
0.971792,1.111625,1.135753,0.984248,1.054616,0.989292
0.969663,1.119016,1.144402,0.983048,1.058714,0.988435
0.967470,1.126499,1.153112,0.981810,1.062942,0.987543
0.965216,1.134053,1.161857,0.980538,1.067293,0.986615
0.962905,1.141657,1.170613,0.979233,1.071762,0.985653
0.960542,1.149293,1.179357,0.977897,1.076340,0.984657
