0.349066,1.396263,0.349066
0.349066,1.396262,0.349064
0.349069,1.396256,0.349058
0.349076,1.396237,0.349041
0.349094,1.396191,0.349005
0.349131,1.396102,0.348941
0.349198,1.395943,0.348835
0.349307,1.395686,0.348672
0.349476,1.395295,0.348432
0.349722,1.394731,0.348094
0.350066,1.393952,0.347630
0.350528,1.392917,0.347006
0.351129,1.391583,0.346184
0.351891,1.389912,0.345124
0.352834,1.387865,0.343783
0.354059,1.386705,0.338303
0.355617,1.386101,0.329819
0.357549,1.385833,0.318978
0.359886,1.385724,0.306254
0.362653,1.385636,0.292007
0.365869,1.385464,0.276500
0.369544,1.385138,0.259912
0.373683,1.384611,0.242360
0.378288,1.383859,0.223914
0.383355,1.382871,0.204616
0.388823,1.380245,0.188673
0.394634,1.376305,0.175183
0.400752,1.371278,0.163483
0.407149,1.365334,0.153045
0.413805,1.358612,0.143444
0.420702,1.351223,0.134348
0.427824,1.343258,0.125512
0.435159,1.334788,0.116768
0.442691,1.325875,0.108004
0.450410,1.316570,0.099154
0.458301,1.306920,0.090184
0.466351,1.296966,0.081080
0.474547,1.286751,0.071848
0.482875,1.276314,0.062500
0.491320,1.265695,0.053058
0.499867,1.254934,0.043550
0.508500,1.244072,0.034007
0.517204,1.233148,0.024461
0.525962,1.222204,0.014947
0.534759,1.211282,0.005501
0.543576,1.200423,-0.003842
0.552397,1.189669,-0.013045
0.561205,1.179060,-0.022074
0.569982,1.168640,-0.030896
0.578711,1.158448,-0.039479
0.587375,1.148526,-0.047793
0.595956,1.138913,-0.055811
0.604439,1.129647,-0.063505
0.612805,1.120766,-0.070854
0.621040,1.112305,-0.077836
0.629129,1.104296,-0.084432
0.637056,1.096772,-0.090628
0.644810,1.089758,-0.096410
0.652376,1.083280,-0.101766
0.659746,1.077356,-0.106690
0.666908,1.072002,-0.111176
0.673856,1.067229,-0.115222
0.680584,1.063042,-0.118830
0.687087,1.059441,-0.122003
0.693363,1.056417,-0.124749
0.699414,1.053955,-0.127077
0.705242,1.052030,-0.129000
0.710855,1.050609,-0.130530
0.716262,1.049642,-0.131682
0.721480,1.049064,-0.132473
0.726530,1.048786,-0.132928
0.731442,1.048706,-0.133111
0.736243,1.048734,-0.133155
0.740946,1.048813,-0.133133
0.745542,1.048966,-0.133150
0.750029,1.049105,-0.132834
0.754375,1.049509,-0.133316
0.758632,1.049451,-0.131599
0.762638,1.050414,-0.133202
0.766605,1.050314,-0.130396
0.770269,1.051486,-0.131646
0.773878,1.051646,-0.128686
0.777226,1.052753,-0.128972
0.780468,1.053261,-0.126668
0.783485,1.054362,-0.126496
0.786353,1.055216,-0.125173
0.789020,1.056330,-0.124713
0.791508,1.057369,-0.123722
0.793794,1.058540,-0.123010
0.795883,1.059728,-0.122094
0.797766,1.060991,-0.121200
0.799445,1.062301,-0.120225
0.800919,1.063664,-0.119203
0.802191,1.065070,-0.118125
0.803266,1.066511,-0.116993
0.804149,1.067976,-0.115812
0.804852,1.069448,-0.114584
0.805386,1.070910,-0.113316
0.805769,1.072340,-0.112017
0.806020,1.073714,-0.110697
0.806160,1.075007,-0.109372
0.806213,1.076194,-0.108061
0.806199,1.077260,-0.106788
0.806134,1.078198,-0.105579
0.806018,1.079027,-0.104460
0.805851,1.079762,-0.103434
0.805630,1.080417,-0.102491
0.805353,1.081005,-0.101620
0.805017,1.081538,-0.100810
0.804619,1.082024,-0.100049
0.804159,1.082471,-0.099329
0.803634,1.082887,-0.098641
0.803043,1.083278,-0.097978
0.802384,1.083647,-0.097336
0.801658,1.083999,-0.096709
0.800864,1.084337,-0.096094
0.800000,1.084663,-0.095488
0.799068,1.084979,-0.094889
0.798067,1.085287,-0.094295
0.796998,1.085587,-0.093704
0.795861,1.085882,-0.093117
0.794656,1.086171,-0.092533
0.793385,1.086455,-0.091951
0.792049,1.086735,-0.091371
0.790649,1.087010,-0.090793
0.789185,1.087282,-0.090218
0.787661,1.087549,-0.089646
0.786076,1.087813,-0.089078
0.784434,1.088074,-0.088513
0.782736,1.088330,-0.087954
0.780984,1.088582,-0.087400
0.779180,1.088830,-0.086853
0.777328,1.089073,-0.086313
0.775429,1.089312,-0.085782
0.773486,1.089547,-0.085260
0.771502,1.089776,-0.084749
0.769480,1.090000,-0.084249
0.767424,1.090219,-0.083761
0.765336,1.090432,-0.083287
0.763219,1.090639,-0.082828
0.761077,1.090839,-0.082383
0.758914,1.091033,-0.081956
0.756733,1.091221,-0.081545
0.754538,1.091402,-0.081153
0.752332,1.091576,-0.080780
0.750120,1.091742,-0.080427
0.747904,1.091901,-0.080094
0.745689,1.092053,-0.079783
0.743478,1.092197,-0.079493
0.741276,1.092334,-0.079225
0.739087,1.092463,-0.078980
0.736913,1.092584,-0.078758
0.734758,1.092698,-0.078559
0.732628,1.092805,-0.078384
0.730524,1.092904,-0.078232
0.728451,1.092996,-0.078103
0.726412,1.093080,-0.077997
0.724410,1.093158,-0.077915
0.722450,1.093229,-0.077855
0.720533,1.093293,-0.077818
0.718663,1.093351,-0.077803
0.716844,1.093403,-0.077809
0.715077,1.093449,-0.077835
0.713366,1.093488,-0.077875
0.711712,1.093521,-0.077929
0.710119,1.093548,-0.077997
0.708588,1.093570,-0.078078
0.707121,1.093588,-0.078173
0.705719,1.093602,-0.078282
0.704385,1.093611,-0.078403
0.703119,1.093618,-0.078537
0.701923,1.093623,-0.078684
0.700797,1.093625,-0.078843
0.699742,1.093626,-0.079014
0.698758,1.093626,-0.079197
0.697846,1.093626,-0.079391
0.697003,1.093626,-0.079597
0.696231,1.093629,-0.079814
0.695528,1.093634,-0.080042
0.694893,1.093643,-0.080281
0.694324,1.093657,-0.080529
0.693820,1.093678,-0.080787
0.693378,1.093706,-0.081053
0.692995,1.093744,-0.081327
0.692668,1.093792,-0.081608
0.692395,1.093853,-0.081895
0.692173,1.093928,-0.082186
0.691996,1.094019,-0.082480
0.691862,1.094128,-0.082776
0.691767,1.094255,-0.083071
0.691707,1.094402,-0.083364
0.691678,1.094569,-0.083653
0.691677,1.094757,-0.083936
0.691700,1.094965,-0.084211
0.691746,1.095188,-0.084476
0.691816,1.095423,-0.084731
0.691909,1.095664,-0.084975
0.692025,1.095909,-0.085212
0.692163,1.096153,-0.085443
0.692323,1.096394,-0.085671
0.692504,1.096630,-0.085898
0.692706,1.096856,-0.086125
0.692928,1.097072,-0.086356
0.693171,1.097274,-0.086592
0.693432,1.097462,-0.086834
0.693712,1.097634,-0.087086
0.694009,1.097789,-0.087348
0.694323,1.097926,-0.087623
