0.000000,0.000000,0.000000
-0.009589,-0.003582,-0.000571
-0.033540,-0.011642,-0.001788
-0.078638,-0.026716,-0.004025
-0.148644,-0.049583,-0.007365
-0.248310,-0.081914,-0.012061
-0.380349,-0.124287,-0.018184
-0.547775,-0.177712,-0.025900
-0.752144,-0.242510,-0.035259
-0.994872,-0.319180,-0.046359
-1.276233,-0.407765,-0.059223
-1.596104,-0.508354,-0.073893
-1.953395,-0.620719,-0.090359
-2.346491,-0.744608,-0.108609
-2.772952,-0.879540,-0.128594
-3.229809,-1.024974,-0.150251
-3.713435,-1.180194,-0.173488
-5.615875,-1.123643,-0.307248
-7.278175,-1.090708,-0.366004
-8.699943,-1.068499,-0.417830
-10.061521,-1.051807,-0.467570
-11.418439,-1.038326,-0.516067
-12.791476,-1.026642,-0.563320
-14.189957,-1.016147,-0.609125
-15.616983,-1.006435,-0.653222
-17.073845,-0.997480,-0.695365
-18.559718,-0.989308,-0.735331
-19.858305,-1.114542,-0.769460
-21.128876,-1.255951,-0.800042
-22.339981,-1.416115,-0.826166
-23.441196,-1.597887,-0.846303
-24.345204,-1.804065,-0.857507
-24.887866,-2.036737,-0.853063
-24.723879,-2.295356,-0.812955
-23.029486,-2.571621,-0.636779
-18.901774,-2.829746,-0.408808
-18.569518,-3.019689,-0.357862
-18.305895,-3.196070,-0.322826
-18.090013,-3.358790,-0.297852
-17.907392,-3.507669,-0.280301
-17.747481,-3.642752,-0.268807
-17.602267,-3.764353,-0.262612
-17.465544,-3.873065,-0.261292
-17.332410,-3.969695,-0.264610
-17.198957,-4.055220,-0.272441
-17.062038,-4.130708,-0.284719
-16.919108,-4.197267,-0.301402
-16.768092,-4.255985,-0.322436
-16.607301,-4.307903,-0.347701
-16.435326,-4.353945,-0.376912
-16.250971,-4.394878,-0.409431
-16.053046,-4.431212,-0.443942
-15.837930,-4.463077,-0.479473
-15.604659,-4.490256,-0.532029
-15.353633,-4.515756,-0.546669
-15.089276,-4.531028,-0.560219
-14.810069,-4.535914,-0.572129
-14.514404,-4.530140,-0.582207
-14.200686,-4.513484,-0.590289
-13.867233,-4.485657,-0.596190
-13.512467,-4.446419,-0.599756
-13.134770,-4.395448,-0.600829
-12.732714,-4.332481,-0.599322
-12.304858,-4.257195,-0.595168
-11.849990,-4.169339,-0.588386
-11.366942,-4.068628,-0.579036
-10.854793,-3.954878,-0.578680
-10.311550,-3.829836,-0.573732
-9.737075,-3.692713,-0.565014
-9.131156,-3.542903,-0.553842
-8.493751,-3.380191,-0.540635
-7.824858,-3.204401,-0.525493
-7.124804,-3.015494,-0.508414
-6.394039,-2.813430,-0.489347
-5.633316,-2.598254,-0.468233
-4.843558,-2.370036,-0.445009
-4.025953,-2.128930,-0.419621
-3.181862,-1.875135,-0.392022
-2.312875,-1.608938,-0.362179
-1.425466,-1.329096,-0.330905
-0.511781,-1.039531,-0.296195
0.421003,-0.738784,-0.259329
1.370688,-0.427502,-0.220291
2.335048,-0.106367,-0.179083
3.311730,0.223810,-0.135741
4.298452,0.562185,-0.090309
5.292875,0.907765,-0.042865
6.292865,1.259539,0.006509
7.296234,1.616326,0.057695
8.300971,1.976949,0.110571
9.304685,2.340056,0.164974
10.304809,2.704346,0.220741
11.297957,3.068351,0.277671
12.280295,3.430708,0.335575
13.246513,3.789913,0.394222
14.187160,4.145129,0.453238
15.101277,4.493707,0.512766
15.973896,4.835366,0.572254
16.797850,5.168061,0.631637
17.564242,5.490274,0.690808
18.255792,5.800926,0.749388
18.856215,6.098882,0.807227
19.344964,6.382606,0.864097
19.698297,6.651055,0.919898
19.886360,6.902567,0.974409
19.875221,7.136171,1.027476
19.629961,7.349799,1.078467
19.123292,7.542395,1.127987
18.355921,7.711552,1.175914
17.397152,7.856236,1.222340
16.407341,7.974475,1.266885
15.602280,8.066604,1.309239
15.115855,8.133277,1.348607
14.908228,8.177397,1.384428
14.845550,8.200769,1.416198
14.954992,8.204693,1.443837
15.281168,8.190669,1.467188
15.473678,8.161760,1.486156
15.595600,8.116408,1.501010
15.670081,8.053998,1.511927
15.705199,7.974079,1.519013
15.704164,7.876515,1.522362
15.667942,7.761269,1.522034
15.597064,7.628617,1.518077
15.491831,7.479115,1.510514
15.352918,7.313812,1.499347
15.181415,7.134276,1.484555
14.978993,6.942699,1.466094
14.747892,6.741819,1.443902
14.490926,6.534722,1.417901
14.211336,6.324468,1.388014
13.917935,6.111824,1.354219
13.601323,5.903030,1.316337
13.278197,5.693381,1.274531
12.937190,5.488884,1.228656
12.588151,5.284485,1.178991
12.231213,5.079227,1.125752
11.866202,4.872093,1.069278
11.498441,4.658125,1.010206
11.119427,4.443091,0.948851
10.724023,4.230746,0.885853
10.320373,4.013499,0.822639
9.907218,3.793624,0.760076
9.484164,3.573069,0.699047
9.057043,3.347428,0.640699
8.612773,3.135113,0.584338
8.161609,2.923931,0.531737
7.703563,2.717105,0.482713
7.244988,2.508616,0.437600
6.779260,2.311068,0.394875
6.303666,2.128062,0.354421
5.827186,1.945732,0.317509
5.349506,1.767580,0.283057
4.876418,1.586502,0.251198
