0.266872,0.298288,0.316149,0.440375,0.293339,0.317774
0.266872,0.298288,0.316149,0.440375,0.293339,0.317774
0.266872,0.298288,0.316149,0.440375,0.293339,0.317774
0.266872,0.298288,0.316149,0.440375,0.293339,0.317774
0.266872,0.298288,0.316149,0.440374,0.293339,0.317773
0.266872,0.298289,0.316150,0.440374,0.293339,0.317773
0.266872,0.298289,0.316151,0.440373,0.293340,0.317773
0.266871,0.298290,0.316153,0.440372,0.293340,0.317772
0.266870,0.298291,0.316157,0.440369,0.293341,0.317771
0.266868,0.298293,0.316162,0.440366,0.293343,0.317770
0.266865,0.298295,0.316169,0.440361,0.293345,0.317768
0.266862,0.298299,0.316180,0.440354,0.293348,0.317765
0.266857,0.298304,0.316193,0.440344,0.293352,0.317761
0.266850,0.298311,0.316211,0.440332,0.293357,0.317756
0.266841,0.298319,0.316234,0.440316,0.293363,0.317749
0.266831,0.298330,0.316263,0.440297,0.293372,0.317741
0.266817,0.298343,0.316298,0.440273,0.293383,0.317730
0.266801,0.298360,0.316340,0.440244,0.293396,0.317716
0.266781,0.298380,0.316390,0.440210,0.293413,0.317700
0.266757,0.298404,0.316448,0.440170,0.293433,0.317680
0.266729,0.298432,0.316516,0.440123,0.293457,0.317655
0.266696,0.298465,0.316594,0.440070,0.293486,0.317627
0.266658,0.298503,0.316683,0.440009,0.293519,0.317593
0.266614,0.298546,0.316784,0.439940,0.293558,0.317554
0.266565,0.298596,0.316896,0.439863,0.293603,0.317509
0.266509,0.298651,0.317020,0.439778,0.293654,0.317459
0.266447,0.298714,0.317158,0.439683,0.293712,0.317401
0.266377,0.298783,0.317308,0.439580,0.293776,0.317337
0.266301,0.298860,0.317472,0.439467,0.293847,0.317265
0.266217,0.298944,0.317650,0.439345,0.293926,0.317187
0.266125,0.299036,0.317841,0.439214,0.294012,0.317100
0.266025,0.299136,0.318046,0.439073,0.294106,0.317006
0.265917,0.299244,0.318264,0.438922,0.294209,0.316904
0.265798,0.299362,0.318416,0.438818,0.294456,0.316656
0.265668,0.299493,0.318512,0.438752,0.294826,0.316286
0.265524,0.299636,0.318559,0.438719,0.295303,0.315810
0.265368,0.299793,0.318566,0.438714,0.295872,0.315241
0.265196,0.299964,0.318542,0.438730,0.296517,0.314595
0.265007,0.300153,0.318506,0.438756,0.297213,0.313899
0.264801,0.300359,0.318463,0.438785,0.297950,0.313163
0.264577,0.300583,0.318419,0.438816,0.298720,0.312393
0.264335,0.300825,0.318374,0.438846,0.299518,0.311594
0.264076,0.301085,0.318333,0.438875,0.300341,0.310772
0.263800,0.301360,0.318382,0.438841,0.301034,0.310078
0.263514,0.301647,0.318481,0.438773,0.301654,0.309458
0.263219,0.301942,0.318622,0.438676,0.302214,0.308898
0.262915,0.302245,0.318798,0.438554,0.302722,0.308390
0.262602,0.302556,0.319005,0.438411,0.303186,0.307927
0.262282,0.302873,0.319237,0.438250,0.303611,0.307502
0.261954,0.303195,0.319493,0.438073,0.304003,0.307110
0.261620,0.303523,0.319768,0.437882,0.304367,0.306746
0.261280,0.303856,0.320060,0.437680,0.304706,0.306406
0.260933,0.304194,0.320366,0.437467,0.305026,0.306087
0.260581,0.304535,0.320685,0.437245,0.305328,0.305785
0.260225,0.304879,0.321013,0.437016,0.305616,0.305497
0.259864,0.305226,0.321350,0.436781,0.305892,0.305221
0.259498,0.305576,0.321695,0.436540,0.306158,0.304955
0.259129,0.305928,0.322044,0.436295,0.306416,0.304697
0.258757,0.306282,0.322399,0.436047,0.306666,0.304447
0.258382,0.306637,0.322757,0.435796,0.306910,0.304203
0.258005,0.306993,0.323117,0.435542,0.307149,0.303964
0.257625,0.307349,0.323479,0.435287,0.307382,0.303730
0.257244,0.307705,0.323842,0.435031,0.307611,0.303502
0.256862,0.308061,0.324205,0.434774,0.307835,0.303277
0.256479,0.308416,0.324567,0.434518,0.308055,0.303057
0.256096,0.308769,0.324928,0.434261,0.308271,0.302842
0.255713,0.309122,0.325288,0.434006,0.308482,0.302630
0.255331,0.309472,0.325645,0.433751,0.308689,0.302423
0.254951,0.309819,0.325999,0.433499,0.308892,0.302221
0.254572,0.310164,0.326350,0.433248,0.309089,0.302023
0.254195,0.310506,0.326697,0.433000,0.309282,0.301830
0.253821,0.310844,0.327039,0.432755,0.309471,0.301642
0.253450,0.311178,0.327375,0.432513,0.309654,0.301459
0.253082,0.311507,0.327707,0.432275,0.309832,0.301281
0.252719,0.311832,0.328032,0.432040,0.310004,0.301108
0.252361,0.312151,0.328350,0.431811,0.310172,0.300941
0.252007,0.312465,0.328661,0.431586,0.310333,0.300780
0.251660,0.312773,0.328965,0.431366,0.310489,0.300624
0.251318,0.313075,0.329260,0.431152,0.310639,0.300474
